PLC-Gesamt,RL100-Code,RL100-Langname,RL100-Kurzname,Typ-Kurz,Betriebszustand,Datum-Ab
DE15901,LKR,Kriebitzsch,Kriebitzsch,vp-Hp,a.B.,20090424
DE15902,LKRB,Kriebitzsch Anst,Kriebitzsch Anst,Bft,a.B.,20111211
DE61774,LKRE,Krahne,Krahne,NE-Hp,Betrieb,20081214
,LKREH,Krahne Hauptstr,Krahne Hauptstr,Bush,Betrieb,19990101
DE15922,LKRF,Krottorf,Krottorf,Hp,a.B.,20201001
DE15904,LKRI,Krinau,Krinau,Bf,a.B.,20200401
DE15934,LKRP,Krumpa,Krumpa,Hp,Betrieb,20081214
,LKRPA,Krumpa Addinol,Krumpa Addinol,Bush,Betrieb,20190612
DE16216,LKRS,Leipzig Karlsruher Straße,Karlsruher Str,Hp,Betrieb,20200401
DE15891,LKRU,Kretzschau,Kretzschau,Bf,a.B.,20030101
DE19867,LKS,Sprotta Kieswerk,Sprotta Kieswerk,vp-Awanst,Betrieb,20090402
DE15636,LKT,Klötze,Klötze,Bf,a.B.,20041031
DE15839,LKTG,Köthen DB-Grenze,Köthen DB-Grenze,Gp,Betrieb,20201001
DE15852,LKTU,Kötzschau,Kötzschau,Hp,Betrieb,20200401
DE15845,LKTZ,Kötschlitz,Kötschlitz,Hp,a.B.,20200401
DE15968,LKU,Kunrau (Altm),Kunrau (Altm),Bf,a.B.,20041031
DE15923,LKUE,Krüden,Krüden,vp-Hp,a.B.,20201001
DE15925,LKUG,Krüden DB-Grenze,Krüden DB-Grenze,Gp,Betrieb,20081214
DE15942,LKUH,Kühren,Kühren,Hp,Betrieb,20200401
,LKUHM,"Kühren, Meltewitzer Straße",Kühren Meltewitz,Bush,,20250528
DE15575,LKW,Klein Wanzleben,Klein Wanzleben,Hp,a.B.,20040117
DE15958,LKWS,Kulkwitz Süd,Kulkwitz Süd,Hp,a.B.,20200401
DE15976,LKY,Kusey,Kusey,Bf,a.B.,20041031
DE15979,LKYA,Kyhna,Kyhna,Hp,Betrieb,20200401
,LKYAB,Kyhna Hort,Kyhna Hort,Bush,,20240211
DE15796,LKZU,Könnern Zuckerfabrik Diamant,Diamant-Zuckfabr,Anst,Betrieb,20201001
DE16212,LL,Leipzig Hbf,Leipzig Hbf,Bf,Betrieb,20200401
,LL  B,Leipzig Hbf (Fernbus-Terminal),Lpz Hbf Fernbus,Bush,Betrieb,20180303
,LL  G,Leipzig Hbf Goethestraße,Lpz Hbf Goethest,Bush,Betrieb,20140121
DE16228,LL  N,Leipzig Nordkopf,Leipzig Nordkopf,Bft,Betrieb,20130905
,LL  O,Leipzig Hbf Ostseite,Lpz Hbf Ostseite,Bush,Betrieb,20200204
DE16231,LL  P,Leipzig Petzscher Mark,Lpz Petzscher M,Bft,Betrieb,20081214
DE16213,LL  T,Leipzig Hbf (Tiefgleise),Lpz Hbf (tief),Bft,Betrieb,20131024
DE16278,LL  V,Leipzig-Volkmarsdorf,Lpz-Volkmarsdorf,Bft,Betrieb,20081214
DE16258,LLA,Leipzig-Lützschena,Lpz-Lützschena,Bft,Betrieb,20200401
,LLA H,Leipzig-Lützschena Hallesche Straße,Lpz-Lützsch Hall,Bush,Betrieb,20200220
DE16074,LLAG,Langenstein,Langenstein,Bf,Betrieb,20201001
DE16244,LLAN,Leipzig-Anger,Leipzig-Anger,Abzw,Betrieb,20200401
DE16015,LLAS,Landsberg (b Halle/Saale) Süd,Landsberg Süd,Hp,Betrieb,20201001
,LLASB,Lohnsdorf Sportzentrum,Lohnsd Sportzent,Bush,,20240211
DE10481,LLAU,Bad Lauchstädt,Bad Lauchstädt,vp-Awanst,Betrieb,20180301
DE10482,LLAW,Bad Lauchstädt West,Bad Lauchst West,Hp,a.B.,20170315
DE16204,LLB,Leipzig Bayerischer Bahnhof,Leipzig Bayer Bf,Bft,Betrieb,20200401
DE16205,LLB D,Leipzig Bayer Bf Stw B3,Lpz Bayer Bf B3,Bft,a.B.,20180526
DE16206,LLBB,Leipzig Berliner Straße,Lpz Berliner Str,Bft,Betrieb,20200401
DE16014,LLBG,Landsberg (b Halle/Saale),Landsberg,Bf,Betrieb,20200401
DE16207,LLBR,Leipzig Brünner Straße,Brünner Straße,Awanst,Betrieb,20200401
DE16584,LLBS,Lübs (b Magdeburg),Lübs (b Magdeb),Hp Bk,Betrieb,20200401
DE16245,LLC,Leipzig-Connewitz,Lpz-Connewitz,Bf,Betrieb,20200401
,LLC J,"Connewitz S-Bahn, Karl-Jungbluth-Str.",Connewitz KJungS,Bush,,20241024
,LLC K,Connewitz Klemmstraße,Connewitz Klmmst,Bush,,20241001
DE16246,LLC Y,Leipzig-Connewitz Streckenw 6361/6362,Lpz-Connew Strw,Bft,Betrieb,20131215
DE16505,LLCA,Lucka (Kr Altenburg),Lucka,Hp,a.B.,20200401
DE16275,LLCO,Leipzig-Stötteritz Umschlagbf,L-Stötteritz Ubf,Bft,a.B.,20200401
DE16209,LLD,Leipzig Dresdener Gbf,Lpz Dresdner Gbf,Bft,Betrieb,20231115
DE16255,LLEL,Leipzig-Leutzsch,Leipzig-Leutzsch,Bf,Betrieb,20200401
DE16210,LLES,Leipzig Essener Straße,Lpz Essener Str,Bft,Betrieb,20200401
DE16249,LLEU,Leipzig-Eutritzsch,L.Eutritzsch,Bf,a.B.,20200401
DE16250,LLG,Leipzig-Gohlis,Leipzig-Gohlis,Hp,Betrieb,20200401
,LLG L,Leipzig G-Schumann-/Lützowstraße,Lpz G-Schu/Lützo,Bush,Betrieb,20200220
DE16055,LLGS,Langeneichstädt,Langeneichstädt,Hp,Betrieb,20200515
DE16251,LLGZ,Leipzig-Großzschocher,L-Großzschocher,Bf,Betrieb,20081214
DE16252,LLH,Leipzig-Heiterblick,Lpz-Heiterblick,Hp Abzw,Betrieb,20200401
,LLH P,Leipzig-Heiterblick Portitzer Allee,L-Heiterb Port A,Bush,,20211123
DE16385,LLI,Linda (Elster),Linda (Elster),Hp Bk,Betrieb,20200401
,LLI O,Linda(Elster) Ort,Linda(Elstr) Ort,Bush,,20211209
DE16257,LLIN,Leipzig-Lindenau,Lindenau,Bft,Betrieb,20200401
DE16387,LLIU,Lindau (Anh),Lindau (Anh),Bf,a.B.,20200401
DE16254,LLK,Leipzig-Knauthain,Lpz-Knauthain,Bf,Betrieb,20081214
DE16225,LLM,Leipzig MTh Bf,Leipzig MTh Bf,Bf,a.B.,20200401
DE16226,LLM E,Leipzig MTh Bf Stw B 27,Lpz MTh Bf B 27,Bft,a.B.,20180526
DE16265,LLMA,Leipzig-Möckern Awanst,Lpz-Möckern,Anst,a.B.,20200401
,LLMGA,Leipzig Altes Messegelände,Lpz Altes Messeg,Bush,Betrieb,20200204
,LLMGN,Leipzig Naunhofer Straße,Lpz Naunhofer St,Bush,Betrieb,20200204
DE16264,LLMH,Leipzig-Möckern,Leipzig-Möckern,Hp,Betrieb,20200401
,LLMHH,Leipzig-Möckern S-Bahnhof,Lpz-Möckern S-Bf,Bush,Betrieb,20200220
DE16217,LLMK,Leipzig Markt,Markt,Bft,Betrieb,20200401
,LLMKA,Leipzig Augustusplatz,Lpz Augustuspl,Bush,Betrieb,20200220
DE16262,LLMO,Leipzig-Mockau,Leipzig-Mockau,Bf,Betrieb,20200401
DE21701,LLMOB,Leipzig-Mockau Bahnsteig,Lpz-Mockau Bstg,Bft,a.B.,20200312
DE16224,LLMOS,Leipzig-Mockau Süd,Lpz-Mockau Süd,Bft,Betrieb,20210612
DE21664,LLMS,Leipzig Mockauer Straße,Lpz Mockauer Str,Hp,Betrieb,20200401
,LLMSP,Leipzig Mockau Post,Lpz Mockau Post,Bush,,20211124
DE16227,LLN,Leipzig Nord,Leipzig Nord,Bft,Betrieb,20200401
DE16431,LLO,Lobstädt,Lobstädt,Hp,Betrieb,20200401
DE16432,LLOG,Loburg,Loburg,vp-Bf,Betrieb,20150301
DE16065,LLOH,Langenleuba-Oberhain,Langenl-Oberhain,Bf,a.B.,20200401
DE61652,LLOJ,Löbejün,Löbejün,NE-Bf,Betrieb,20060401
DE16437,LLOL,Lodersleben,Lodersleben,vp-Hp,a.B.,20141214
DE16230,LLOT,Leipzig Ost,Leipzig Ost,Bft,Betrieb,20221118
DE61161,LLOW,Lochau Werkbahnhof MUEG,Lochau Werkbf,NE-Bf,Betrieb,20081214
DE25403,LLOX,Leipzig Hbf Ost ESTW-UZ,Leipzig Ost UZ,BZ,Betrieb,20221118
DE16269,LLP,Leipzig-Plagwitz,Leipzig-Plagwitz,Bf,Betrieb,20200401
DE16270,LLP G,Leipzig-Plagwitz Gbf,Lpz-Plagwitz Gbf,Bft,Betrieb,20141214
DE16267,LLPD,Leipzig-Paunsdorf,Lpz-Paunsdorf,Hp Üst,Betrieb,20200401
DE16268,LLPDH,Leipzig-Paunsdorf Hp,Lpz-Paunsdorf Hp,Hp,Betrieb,20081214
,LLPDT,Leipzig Theodor-Heuss-Straße,Lpz Th-Heuss-Str,Bush,Betrieb,20221020
,LLQ,Leipzig Hbf Bedienstandort,Leipzig BSO,BSO,Planung,20250201
DE16272,LLS,Leipzig-Schönefeld,Lpz-Schönefeld,Bf,Betrieb,20200401
DE16154,LLSB,Lauterbach-Steinbach,Lauterbach-Stein,Hp,Betrieb,20081214
DE16235,LLSC,Leipzig Schönauer Str,L Schönauer Str,Hp,a.B.,20200401
DE16234,LLSF,Leipzig Schlachthof,L Schlachthof,Bf,a.B.,20200401
DE16140,LLSG,Laußig (b Düben),Laußig (b Düben),vp-Bf,Betrieb,20090402
DE25070,LLSS,Leipzig-Semmelweisstraße,Lpz-Semmelweis,Bft,Betrieb,20201001
DE16274,LLST,Leipzig-Stötteritz,Lpz-Stötteritz,Bf,Betrieb,20200401
DE16237,LLSW,Leipzig Südwest,Leipzig Südwest,Hp,a.B.,20200401
DE16276,LLT,Leipzig-Thekla,Leipzig-Thekla,Bf,Betrieb,20200401
DE16277,LLTW,Leipzig-Thekla Westkopf,Lpz-Thekla West,Abzw,a.B.,20210612
DE16324,LLU,Leuna,Leuna,Bf,a.B.,20200401
DE16325,LLU A,Leuna Lw,Leuna Lw,Abzw,a.B.,20030101
DE16508,LLUC,Luckenau,Luckenau,Hp,Betrieb,20081214
DE19923,LLUD,Staßfurt Ludwig,Ludwig,Awanst,Betrieb,20201001
DE16550,LLUE,Lübars (Kr Burg),Lübars (Kr Burg),vp-Hp,a.B.,20160109
DE16608,LLUG,Lüptitz DB-Grenze,Lüptitz DB-Gr,Gp,Betrieb,20200401
DE16607,LLUP,Lüptitz,Lüptitz,vp-Bf,Betrieb,20200401
DE16240,LLVD,Leipzig Völkerschlachtdenkmal,L Völkerschlacht,Bft,Betrieb,20200401
DE16279,LLW,Leipzig-Wahren,Leipzig-Wahren,Bf,Betrieb,20200401
DE16281,LLW L,Leipzig-Wahren Westkopf,Lpz-Wahren West,Bft,Betrieb,20081214
,LLW R,Leipzig-Wahren Rathaus,Leipz-Wahren RH,Bush,Betrieb,20040117
DE16280,LLW U,Leipzig-Wahren Ubf,Le-Wahren Ubf,Bft,Betrieb,20081214
DE16241,LLW V,Leipzig Wahrener Viadukt,Wahrener Viadukt,Bft,Betrieb,20081214
DE16076,LLWD,Langenweddingen,Langenweddingen,Hp,Betrieb,20081214
DE16327,LLWN,Leuna Werke Nord,Leuna Werke Nord,Bf,Betrieb,20200401
DE16242,LLWP,Leipzig Wilhelm-Leuschner-Platz,W-Leuschner-Pl,Bft,Betrieb,20200401
,LLWPH,Leipzig Härtelstraße,Leipzig Härtelst,Bush,,20230623
,LLWPR,Leipzig Roßplatz,Leipzig Roßplatz,Bush,Betrieb,20200220
DE16328,LLWS,Leuna Werke Süd,Leuna Werke Süd,Hp,Betrieb,20200401
DE24764,LLWX,Leipzig-Wahren                      (UZ),L-Wahren      UZ,BZ,Betrieb,20200401
DE16256,LLWZ,Leipzig-Liebertwolkwitz,L-Liebertwolkwit,Bf,Betrieb,20081214
,LLWZR,Leipzig Schwarzes Ross,Lpz Schwarz Ross,Bush,Betrieb,20250313
DE25768,LLXTT,Leipzig Hbf Technikstandort,Leipzig TSO,TSO,Planung,20250201
DE16615,LLZ,Lützen,Lützen,Bf,a.B.,20200401
DE16317,LLZG,Letzlingen,Letzlingen,Bf,a.B.,20200401
DE16643,LM,Magdeburg Hbf,Magdeburg Hbf,Bf,Betrieb,20200401
,LM  B,Magdeburg Busbf,Magdeburg Busbf,Bush,Betrieb,19990101
DE16648,LM  S,Magdeburg Südseite,Mg Südseite,Bft,Betrieb,20081214
DE16809,LMA,Markkleeberg,Markkleeberg,Hp,Betrieb,20200401
DE16640,LMAC,Machern (Sachs),Machern (Sachs),Hp,Betrieb,20200401
DE61111,LMAE,Mägdesprung,Mägdesprung,NE-Bf,Betrieb,20081214
DE16813,LMAG,Markkleeberg-Großstädteln,Markkleebg-Grst,Hp,Betrieb,20200401
DE16726,LMAL,Malge,Malge,Abzw,a.B.,20200401
DE16810,LMAM,Markkleeberg Mitte,Markkleebg Mitte,Bft,Betrieb,20200401
DE16811,LMAN,Markkleeberg Nord,Markkleeberg N,Hp,Betrieb,20200401
DE16801,LMAR,Marke,Marke,Hp Awanst,Betrieb,20200401
,LMARO,Marke Ort,Marke Ort,Bush,,20221017
DE16775,LMAS,Mansfeld (Südharz),Mansfeld (Südh),vp-Hp,Betrieb,20160701
DE16641,LMAU,Machern Üst,Machern Üst,Üst,Betrieb,20200401
DE16812,LMAW,Markkleeberg West,Markkleebg West,Bf,Betrieb,20200401
DE16650,LMB,Magdeburg-Buckau,Magdeburg-Buckau,Bf,Betrieb,20200401
DE16651,LMB B,Magdeburg-Buckau Betriebsbahnhof,Mg-Buckau Bbf,Bft,Betrieb,20081214
DE16656,LMB F,Magdeburg-Fermersleben,Mg-Fermersleben,Bft,Betrieb,20130905
DE16652,LMB O,Magdeburg-Buckau Rbf (RO-Seite),Mg-Buckau Ro,Bft,Betrieb,20080101
DE16653,LMB R,Magdeburg-Buckau Reisezugwagenwerk,Mg-Buckau Rww,Bft,Betrieb,20080101
DE16649,LMBF,Magdeburg-Brückfeld,Mg-Brückfeld,Bf,a.B.,20200401
DE16792,LMBN,Marienborn,Marienborn,Bf,Betrieb,20200401
DE21605,LMBS,Magdeburg Breitscheidstraße,Mg Breitscheid,Üst,Studie,20250301
DE16260,LMBU,Leipzig-Marienbrunn,Marienbrunn,Bft,a.B.,20200401
DE24757,LMBX,Magdeburg-Buckau ESTW Anpassung 6404,Mg-Buckau A6404,BZ,Planung,20200401
DE17154,LMCH,Mücheln (Geiseltal),Mücheln(Geiselt),Bf,Betrieb,20081214
DE17155,LMCZ,Mücheln-Stadt,Mücheln-Stadt,Hp,Betrieb,20130109
DE17363,LMD,Muldenstein,Muldenstein,Bf,Betrieb,20200401
DE25389,LMDK,Demker                               Üst,Demker Üst,Üst,Planung,20221001
DE16218,LMDR,Leipzig MDR,Leipzig MDR,Bft,Betrieb,20200401
,LMDRB,Leipzig MDR (Bus),Leipzig MDR Bus,Bush,,20210519
,LMDRE,Leipzig K-Eisner-/A-Hoffmann-Straße,Lpz K-Eisn/A-Hof,Bush,Betrieb,20200204
,LMDRN,Leipzig Deutsche Nationalbibliothek,Lpz Nationalbibo,Bush,Betrieb,20200220
DE16943,LME,Meitzendorf,Meitzendorf,Hp,Betrieb,20130827
DE16918,LMED,Mehderitzsch,Mehderitzsch,Bf,a.B.,20200401
DE16995,LMEH,Merseburg Elisabethhöhe,Merseburg-Elis,Bf,Betrieb,20200401
DE16934,LMEI,Meinsdorf,Meinsdorf,Bft,Betrieb,20221222
DE16642,LMEL,Magdeburg Elbbf,Mg Elbbf,Bf,a.B.,20200401
DE17022,LMEN,Meuchen,Meuchen,Hp,a.B.,20200401
DE16655,LMEU,Magdeburg-Eichenweiler Üst,Mg-Eichenw Üst,Üst,Betrieb,20200401
DE17013,LMF,Meßdorf,Meßdorf,Hp,Betrieb,20200401
,LMF A,"Meßdorf, Abzw zum Bf",Meßdorf Abzw Bf,Bush,Betrieb,19990101
DE16993,LMG,Merseburg Hauptbahnhof,Merseburg Hbf,Bf,Betrieb,20200401
DE16996,LMG G,Merseburg Gbf,Merseburg Gbf,Bft,Betrieb,20081214
DE17388,LMGA,Nahrstedt,Nahrstedt,Abzw,Betrieb,20200401
DE16994,LMGB,Merseburg Bergmannsring,Merseburg Bergm,Hp,Betrieb,20081214
DE16654,LMGE,Magdeburg-Eichenweiler,Mg-Eichenweiler,Hp,Betrieb,20200401
DE16657,LMGH,Magdeburg-Hasselbachplatz,Mg-Hasselbachpl,Bft,Betrieb,20200401
DE17090,LMGI,Mögelin,Mögelin,Hp,Betrieb,20200401
DE17130,LMGN,Möringen (Altm),Möringen (Altm),Hp,Betrieb,20200401
DE25211,LMGNA,Möringen Abzw,Möringen Abzw,Abzw,Planung,20210601
DE25211,LMGNA,Möringen Abzw,Möringen Abzw,Abzw,Betrieb,20261213
DE16997,LMGS,Merseburg Süd,Merseburg Süd,Bf,ehemals,20041212
DE16658,LMHR,Magdeburg-Herrenkrug,Mg-Herrenkrug,Hp,Betrieb,20200401
DE25388,LMHW,Mahlwinkel                           Üst,Mahlwinkel Üst,Üst,Planung,20221001
DE17049,LMI,Miltern,Miltern,Hp,Betrieb,20081214
DE16223,LMIA,Leipzig Miltitzer Allee,Miltitzer Allee,Bf,Betrieb,20200401
,LMIAF,Leipzig Am kleinen Feld,Lpz Am kl. Feld,Bush,,20230813
,LMIAS,Leipzig Straße am See,Lpz Str. am See,Bush,,20230813
DE17052,LMIL,Milzau,Milzau,vp-Hp,Betrieb,20180301
DE17029,LMIN,Michaelstein,Michaelstein,vp-Bf,Betrieb,20201001
DE16261,LMIZ,Leipzig-Miltitz,Lpz-Miltitz,Hp,Betrieb,20200401
DE16814,LMKS,Markranstädt,Markranstädt,Bf,Betrieb,20200401
DE16266,LMLK,Leipzig-Mölkau,Leipzig-Mölkau,Hp,Betrieb,20081214
DE17176,LMLT,Mühlental,Mühlental,vp-Hp,a.B.,20201001
DE16659,LMN,Magdeburg-Neustadt,Mg-Neustadt,Bf,Betrieb,20200401
,LMN N,Magdeburg Nachtweide,Magdeb Nachtweid,Bush,,20210115
,LMN O,Magdeburg Opernhaus,Magdeb Opernhaus,Bush,,20210115
,LMN S,Magdeburg Stendaler Straße,Magdeb Stend Str,Bush,,20210115
DE17101,LMO,Molbitz,Molbitz,vp-Hp,a.B.,20090424
DE17143,LMOA,Moschwig,Moschwig,Awanst,a.B.,20200401
DE17083,LMOE,Möckern (b Magdeburg),Möckern (b Mg),vp-Hp,a.B.,20160109
DE13104,LMOF,Etzin Mosolf,Mosolf,Anst,Betrieb,20201001
DE13105,LMOG,Etzin Mosolf DB-Grenze,Mosolf DB-Gr,Gp,Betrieb,20201001
DE21529,LMOL,Züllsdorf Mollgraben,Mollgraben,Awanst Bk,a.B.,20200401
DE17147,LMOS,Möser,Möser,Bf,Betrieb,20200401
,LMOW,"Möthlow, Bushaltestelle","Möthlow, Bush.",Bush,Betrieb,19990101
DE17136,LMOZ,Mörtitz,Mörtitz,vp-Hp,a.B.,20090403
,LMQ,Magdeburg Bedienstandort,Magdeburg BSO,BSO,Planung,20200401
DE16660,LMR,Magdeburg-Rothensee,Mg-Rothensee,Bf,Betrieb,20200401
DE16661,LMR F,Magdeburg-Rothensee Bez Rmf (A-Gruppe),Mg-Rothensee Rmf,Bft,Betrieb,20081214
DE16662,LMRH,Magdeburg-Rothensee Hp,Mg-Rothensee Hp,Hp,Betrieb,20200401
DE17086,LMRN,Mockrehna,Mockrehna,Bf,Betrieb,20200401
,LMRNB,Mockrehna Bahnhof(Bus),Mockrehna Bf Bus,Bush,,20230301
DE16664,LMS,Magdeburg-Sudenburg,Mg-Sudenburg,Bft,Betrieb,20200401
,LMS E,Magdeburg An der Enckekaserne,Magdeb Enckekase,Bush,,20230622
DE16663,LMSA,Magdeburg-Salbke,Magdeburg-Salbke,Hp,Betrieb,20200401
DE16666,LMSC,Magdeburg-Sudenburg Umschlagbf,Mg-Sudenburg Ubf,Bft,Betrieb,20200401
DE17060,LMSN,Minsleben,Minsleben,Hp,a.B.,20201001
DE16646,LMSO,Magdeburg Südost,Magdeburg Südost,Bf,Betrieb,20200401
DE17038,LMST,Mieste,Mieste,Bf,Betrieb,20200401
DE17027,LMSW,Meuselwitz,Meuselwitz,Bf,a.B.,20130611
DE17028,LMSZ,Meuselwitz Anst,Meuselwitz Anst,vp-Anst,Betrieb,20250401
DE17039,LMT,Miesterhorst,Miesterhorst,Bf,Betrieb,20200401
DE16645,LMTW,Magdeburg SKET Industriepark,Mg SKET Ind-park,Bft,Betrieb,20200401
DE16889,LMU,Mechau,Mechau,vp-Hp,a.B.,20160209
DE17165,LMUA,Mühlanger,Mühlanger,Hp,Betrieb,20200401
DE17169,LMUB,Mühlberg (Elbe),Mühlberg (Elbe),Bf,a.B.,20200401
DE17170,LMUG,Mühlberg (Elbe) Getreidewirtschaft,Mühlbg Getreidew,Anst,ehemals,20251001
DE17171,LMUK,Mühlberg (Elbe) Kieswerk,Mühlbg Kieswerk,Anst,Betrieb,20200401
DE16670,LMW,Mahlwinkel,Mahlwinkel,Hp,Betrieb,20200401
,LMXA,Magdeburg ESTW-ZE A,Magdeburg ZE A,TSO,Planung,20251101
,LMXTT,Magdeburg Technikstandort,Magdeburg TSO,TSO,Planung,20251101
DE17579,LN,Neundorf (Anh),Neundorf (Anh),Hp,Betrieb,20201001
DE17394,LNA,Narsdorf,Narsdorf,Hp Üst,Betrieb,20081214
DE17395,LNAB,Narsdorf Bogendreieck,Narsdorf Bogendr,Abzw,a.B.,20201001
DE17406,LNAU,Nauendorf (Saalkr),Nauendorf,Hp Awanst,Betrieb,20081214
DE17773,LNB,Nienburg (Saale),Nienburg (Saale),Hp,Betrieb,20201001
DE17446,LND,Neiden,Neiden,vp-Hp,Betrieb,20240501
DE17497,LNDB,Neuderben,Neuderben,Hp,a.B.,20200401
DE61901,LNDD,Nudersdorf Gießereisandwerk,Nudersdorf,NE-Bft,Betrieb,20130904
DE17453,LNDG,Nemsdorf-Göhrendorf,Nemsdf-Göhrendf,Hp,Betrieb,20081214
,LNDGV,Nemsdorf-Göhrendorf Verwaltung,Nemsdf-Gödf Verw,Bush,Betrieb,20190612
DE60350,LNDH,Niedersachswerfen Herkules Markt,Niedersachsw Her,NE-Hp,Betrieb,20081214
DE60351,LNDI,Niedersachswerfen Ilfelder Straße,Niedersachsw Ilf,NE-Hp,Betrieb,20081214
DE61112,LNDS,Niedersachswerfen Ost,Niedersachsw Ost,NE-Bf,Betrieb,20081214
DE17437,LNE,Nedlitz,Nedlitz,Bf,a.B.,20200401
DE17445,LNEI,Neichen,Neichen,Bf,a.B.,20200401
DE17514,LNEK,Neuendorf-Karritz,Neuendf-Karritz,Hp,a.B.,20200401
,LNEKP,"Neuendorf, Hst PVG",Neuendorf PVG,Bush,Betrieb,19990101
DE17460,LNER,Nerchau,Nerchau,Bf,a.B.,20200401
DE17712,LNF,Niedergörsdorf,Niedergörsdorf,Bf,Betrieb,20200401
DE17531,LNG,Neugarten,Neugarten,Abzw,Betrieb,20201001
DE17533,LNGL,Neugattersleben,Neugattersleben,Hp,a.B.,20201001
DE17414,LNH,Naunhof,Naunhof,Bf,Betrieb,20081214
DE61113,LNHA,Nordhausen-Altentor,Nordh-Altentor,NE-Hp,Betrieb,20081214
DE17777,LNHG,Nienhagen (b Halberstadt),Nienhagen(b Hab),Hp,Betrieb,20201001
DE60346,LNHH,Nordhausen Hesseröder Straße,Nordh Hesseröder,NE-Hp,Betrieb,20201001
DE61114,LNHK,Nordhausen-Krimderode,Nordh-Krimderode,NE-Bf,Betrieb,20081214
,LNHKS,Nordhausen Schurzfell,Schurzfell,Bush,Betrieb,20091015
DE17380,LNHM,Nachterstedt-Hoym,Nachterst-Hoym,Bf,Betrieb,20201001
DE61115,LNHN,Nordhausen Nord,Nordhausen Nord,NE-Bf,Betrieb,20081214
,LNHNB,Nordhausen Bahnhofsplatz,Nordhsn Bfsplatz,Bush,Betrieb,20030919
DE60347,LNHR,Nordhausen Ricarda-Huch-Straße,Nordh Ricarda-H,NE-Hp,Betrieb,20081214
DE17450,LNI,Neinstedt,Neinstedt,Hp Bk,Betrieb,20201001
DE17553,LNK,Neukieritzsch,Neukieritzsch,Bf,Betrieb,20200401
,LNK B,Neukieritzsch Bahnhof B176,Neukiertzsch 176,Bush,,20220611
DE61116,LNKA,Netzkater,Netzkater,NE-Hp,Betrieb,20081214
DE17525,LNL,Neuermark-Lübars,Neuermark-Lübars,Hp,a.B.,20200401
DE17770,LNM,Niemberg,Niemberg,Bf,Betrieb,20200401
,LNM G,Niemberg Alte Gärtnerei,Niembg Gärtnerei,Bush,Betrieb,20190620
,LNM S,Niemberg Schule,Niemberg Schule,Bush,,20231105
DE17439,LNN,Neeken,Neeken,Üst,a.B.,20201001
DE17789,LNOB,Nobitz,Nobitz,Üst,ehemals,20200401
DE17711,LNOE,Niedergörne,Niedergörne,vp-Bf,Betrieb,20200401
DE17809,LNOR,Nordgermersleben,Nordgermersleben,Hp,a.B.,20200401
DE17729,LNR,Niederndodeleben,Niederndodeleben,Bf,Betrieb,20200401
DE17455,LNS,Nennhausen,Nennhausen,Bf,Betrieb,20200401
,LNS A,"Nennhausen, Apotheke","Nennhsn,Apotheke",Bush,Betrieb,19990101
,LNS S,"Nennhausen, Schule","Nennhsn, Schule",Bush,Betrieb,19990101
DE16219,LNW,Leipzig Messe,Leipzig Messe,Bf,Betrieb,20200401
DE16220,LNW H,Leipzig Messe Hp,Leipzig Messe Hp,Hp,Betrieb,20081214
DE16221,LNW N,Leipzig Messe Nord,Lpz Messe Nord,Bft,Betrieb,20081214
DE16222,LNW S,Leipzig Messe Süd,Lpz Messe Süd,Bft,Betrieb,20081214
DE17661,LNWK,Neuwerk,Neuwerk,vp-Hp,a.B.,20201001
DE17660,LNWL,Neuwegersleben,Neuwegersleben,Bf,a.B.,20201001
DE17561,LNWY,Neukirchen-Wyhra,Neukirchen-Wyhra,Hp,Betrieb,20081214
,LNWYS,Neukirchen-Wyhra An der Schanze,Neukirch Schanze,Bush,,20210618
DE17492,LNX,Neuburxdorf,Neuburxdorf,Bf,Betrieb,20200401
DE18148,LO,Oschersleben (Bode),Oschersleben,Bf,Betrieb,20201001
DE18166,LOB,Osterburg,Osterburg,Bf,Betrieb,20200401
DE18033,LOBH,Obhausen,Obhausen,Hp,a.B.,20050101
DE18027,LOBN,Oberwerschen,Oberwerschen,Bf,a.B.,20200401
DE18047,LOE,Oebisfelde,Oebisfelde,Bf,Betrieb,20081214
DE18054,LOEH,Oehna,Oehna,Bf,Betrieb,20201001
DE24743,LOEX,Oebisfelde ESTW-UZ,Oebisfelde ESTW,BZ,Betrieb,20220401
DE18170,LOF,Osterfeld (b Zeitz),Osterfeld,Bf,a.B.,20030101
DE17971,LOH,Oberholz,Oberholz,Hp,Betrieb,20081214
DE18040,LOL,Ochtmersleben,Ochtmersleben,Hp,Betrieb,20200401
DE18185,LON,Osterweddingen,Osterweddingen,Hp,Betrieb,20081214
DE18186,LONO,Osterweddingen Ost,Osterwedding Ost,Hp,Planung,20081223
DE18137,LOR,Oranienbaum (Anh),Oranienbaum(Anh),vp-Bf,Betrieb,20200401
DE25468,LOR K,Oranienbaum (Anh) Abzw Kr,Oranienbaum Kr,Bft,Betrieb,20090210
DE17927,LORG,Obergräfenhain,Obergräfenhain,Hp,a.B.,20200401
DE21639,LOSM,Ostermark,Ostermark,Bk,Betrieb,20201001
DE18175,LOST,Osternienburg,Osternienburg,Hp,Betrieb,20201001
DE61117,LOT,Osterteich,Osterteich,NE-Hp,Betrieb,20081214
DE18216,LOTW,Otterwisch,Otterwisch,Hp,Betrieb,20081214
